customer_id,tenure,contract_type,payment_method,paperless_billing,senior_citizen,monthly_charges,total_charges,num_products,tech_support,online_security,streaming_tv,internet_service,customer_service_calls,avg_monthly_gb_download,churn
CUST00041,55.0,Month-to-Month,Credit Card,0,0,30.166615850548368,1667.7186574916539,2,1,1,1,Fiber Optic,9,33.21614990916797,1
CUST00042,51.0,Month-to-Month,Electronic Check,1,1,40.557285410854504,1975.939109842808,4,0,1,0,DSL,6,5.726446174306698,0
CUST00043,26.0,Month-to-Month,Mailed Check,0,0,28.481115341108435,755.3367571051103,3,1,1,1,No,1,0.31776827939377167,0
CUST00044,5.0,Month-to-Month,Bank Transfer,0,0,61.935044721558526,238.86160093468823,1,1,0,1,Fiber Optic,0,19.88384035085004,0
CUST00045,70.0,Two Year,Credit Card,1,1,18.0,1287.0313658128189,2,1,0,1,DSL,4,2.8990499049220433,0
CUST00046,33.0,Month-to-Month,Electronic Check,0,0,36.105273670444504,1123.4441260882227,1,0,1,0,Fiber Optic,7,2.7966697897083534,1
CUST00047,65.0,Two Year,Electronic Check,0,0,18.0,1192.1591198684068,1,0,0,0,DSL,0,20.25478494305684,0
CUST00048,49.0,Month-to-Month,Bank Transfer,1,1,49.16465226343293,2449.8983492511215,2,1,0,1,Fiber Optic,3,11.316644432216595,0
CUST00049,57.0,Two Year,Credit Card,1,0,40.3911688075128,2293.8933445873135,6,0,0,0,DSL,5,6.365733238055078,0
CUST00050,55.0,Month-to-Month,Credit Card,0,0,35.67261638852522,1957.9874196081523,3,1,0,1,Fiber Optic,3,6.708948329008624,0
CUST00051,15.0,Month-to-Month,Credit Card,1,0,18.0,344.2771488399912,4,1,0,1,No,6,0.37978287731280413,0
CUST00052,27.0,One Year,Mailed Check,1,0,30.533618663374263,785.247082843589,6,0,1,1,Fiber Optic,8,34.00232253242226,1
CUST00053,34.0,Month-to-Month,Mailed Check,0,0,18.0,585.2878008651284,5,0,1,0,Fiber Optic,7,3.036416812426726,0
CUST00054,36.0,Two Year,Credit Card,0,0,26.804331182477654,996.988597424089,6,0,1,0,No,4,28.252913372747454,0
CUST00055,4.0,Month-to-Month,Credit Card,1,0,18.0,93.11584072431003,3,1,0,0,Fiber Optic,1,0.7404063990187235,0
CUST00056,40.0,Month-to-Month,Credit Card,0,0,29.04973412626891,1149.8478918493088,1,1,0,1,DSL,7,0.12615851783958956,1
CUST00057,12.0,Month-to-Month,Credit Card,1,0,19.696692080380178,175.6089967780112,1,1,0,1,No,9,6.4363232791903044,1
CUST00058,54.0,One Year,Credit Card,0,0,18.0,1020.681368672419,6,1,0,0,DSL,3,24.15819110106587,0
CUST00059,50.0,Month-to-Month,Electronic Check,0,0,33.88902846064019,1632.5413353896308,6,0,1,0,Fiber Optic,3,5.519384007571669,0
CUST00060,67.0,Month-to-Month,Electronic Check,1,0,24.23050589850403,1737.3542076539875,4,0,0,1,No,4,20.85855039019759,0
CUST00061,54.0,Month-to-Month,Credit Card,1,0,21.925588229114755,1124.2050112597417,3,0,0,1,Fiber Optic,5,5.383081959412702,1
CUST00062,27.0,Month-to-Month,Mailed Check,0,0,36.05788958592136,918.3010493296451,1,0,1,1,No,8,21.053369428761584,1
CUST00063,70.0,Month-to-Month,Electronic Check,0,1,53.559371807977065,3766.243218432953,5,0,0,1,Fiber Optic,9,0.130142288000106,1
CUST00064,30.0,Two Year,Mailed Check,1,0,24.13510483220709,751.5091657206443,3,0,0,0,No,2,5.859409132388857,1
CUST00065,24.0,Month-to-Month,Bank Transfer,1,0,18.0,383.30192299073065,6,1,0,0,Fiber Optic,5,57.455478355794945,0
CUST00066,66.0,One Year,Credit Card,0,0,18.0,1272.6214205119595,5,0,0,1,No,3,15.55149429660695,0
CUST00067,27.0,Month-to-Month,Credit Card,0,0,26.03372038270692,719.3969538390476,4,1,0,0,Fiber Optic,2,2.61425974202592,1
CUST00068,6.0,Month-to-Month,Electronic Check,1,0,40.3970569269372,229.9870279147862,6,0,1,0,Fiber Optic,5,17.392092525338036,1
CUST00069,34.0,Month-to-Month,Mailed Check,0,0,27.02062080116733,938.0012821485259,3,1,1,0,Fiber Optic,4,3.877784804490863,0
CUST00070,58.0,Month-to-Month,Electronic Check,0,0,32.67348367328239,1955.5958811629798,4,1,0,0,DSL,9,4.3152427889764535,1
CUST00071,14.0,Month-to-Month,Credit Card,0,1,24.117706405318305,418.10936156628236,2,0,1,1,DSL,2,11.353022100446536,0
CUST00072,34.0,Month-to-Month,Electronic Check,0,0,39.43143463967242,1350.3119601304177,6,1,1,1,DSL,8,5.292882289905194,1
CUST00073,10.0,Month-to-Month,Bank Transfer,1,0,34.24908737300922,278.78679287745933,1,1,0,0,Fiber Optic,0,14.525603872557937,0
CUST00074,50.0,Two Year,Bank Transfer,0,0,18.0,837.0751658106244,2,0,1,1,DSL,6,0.9398488210596513,0
CUST00075,35.0,Month-to-Month,Bank Transfer,1,0,31.717026149955895,1039.3498108440804,1,0,0,1,No,2,77.15240050157976,0
CUST00076,24.0,Month-to-Month,Mailed Check,0,0,18.0,399.87495138936293,6,0,1,1,No,4,82.91885932436497,0
CUST00077,17.0,Month-to-Month,Bank Transfer,0,0,31.720359323336705,541.135443877954,5,1,0,1,DSL,7,15.637996427862364,0
CUST00078,41.0,Month-to-Month,Bank Transfer,1,0,20.762477536207765,861.9584775361066,2,0,0,0,DSL,5,11.765935495839138,1
CUST00079,49.0,One Year,Electronic Check,1,0,22.41040960327895,1154.443537556292,6,1,1,1,No,0,40.28840605972245,0
CUST00080,68.0,Month-to-Month,Mailed Check,0,0,29.86023437152053,1926.8288381858613,5,1,0,1,No,3,17.1673162998297,0
CUST00081,32.0,One Year,Mailed Check,0,0,24.22455669594548,774.6478264296734,5,0,1,0,No,7,18.889350999351286,0
CUST00082,12.0,Month-to-Month,Electronic Check,1,0,46.26211920003781,578.185967242609,4,0,1,0,Fiber Optic,6,6.437889195721512,0
CUST00083,60.0,Month-to-Month,Bank Transfer,1,0,25.511196040383055,1390.2719246739318,2,0,1,1,Fiber Optic,6,24.44566865688301,0
CUST00084,46.0,Two Year,Electronic Check,1,0,22.833759260977196,1073.0303705197584,6,0,1,1,DSL,2,2.5803620247298373,0
CUST00085,51.0,Month-to-Month,Credit Card,1,0,44.947250591834944,2428.813910358421,1,0,1,1,Fiber Optic,7,25.605226826942552,0
CUST00086,8.0,One Year,Electronic Check,0,0,48.45201234012603,426.28418533060744,2,1,1,1,Fiber Optic,3,18.97899555461331,0
CUST00087,23.0,Month-to-Month,Bank Transfer,1,0,24.734360072668917,584.284536298339,2,1,1,1,No,3,0.006950362588126211,0
CUST00088,56.0,Two Year,Electronic Check,0,0,18.0,994.3199826375126,5,0,1,1,No,9,30.387741423744977,0
CUST00089,60.0,Month-to-Month,Mailed Check,0,0,18.062288601736128,1095.3769009339544,6,0,0,1,DSL,5,0.7164371357887206,0
CUST00090,32.0,Month-to-Month,Electronic Check,1,0,31.76083056980405,1093.2031534269427,6,1,0,1,No,9,8.069245272571465,1
CUST00091,58.0,One Year,Bank Transfer,0,0,18.0,1026.6628019293892,2,0,1,0,No,8,4.989155668579637,1
CUST00092,61.0,Month-to-Month,Electronic Check,1,0,18.0,1157.6789240468615,4,1,0,0,No,4,5.056987853637487,0
CUST00093,28.0,Month-to-Month,Credit Card,0,0,41.84573123690137,1194.886675225375,4,0,0,1,No,4,9.034718403517967,0
CUST00094,65.0,Two Year,Bank Transfer,1,0,32.23083201684328,2176.3335777812945,6,1,1,1,DSL,5,78.4330571538442,0
CUST00095,21.0,One Year,Credit Card,1,0,37.19964702427977,835.6450495618525,6,1,0,1,Fiber Optic,7,25.381195662029654,1
CUST00096,18.0,One Year,Bank Transfer,1,0,40.161882621305175,732.3907492879741,2,1,0,1,No,3,10.584225122534253,0
CUST00097,50.0,One Year,Bank Transfer,1,0,22.859189320566216,1149.2127392448924,6,0,1,1,Fiber Optic,8,0.27777518096889786,0
CUST00098,46.0,Two Year,Credit Card,0,0,23.90829400350017,1084.1179238543157,6,0,0,1,DSL,4,37.833867431020195,0
CUST00099,11.0,Two Year,Electronic Check,1,0,35.09987469299639,434.9446105401959,2,1,1,1,No,6,5.484240415944445,0
CUST00100,60.0,One Year,Bank Transfer,1,1,18.0,1050.4895426908406,5,0,0,1,No,1,13.137776119630589,0
CUST00101,15.0,Month-to-Month,Mailed Check,1,0,19.712882889814335,301.3805541164226,6,0,0,1,Fiber Optic,5,11.497433505867996,0
CUST00102,58.0,Month-to-Month,Bank Transfer,0,0,24.110141367879816,1388.717315798512,2,1,1,1,No,8,1.7610518757161622,0
CUST00103,1.0,One Year,Electronic Check,0,1,33.829058923956204,0.0,2,0,1,1,Fiber Optic,0,25.77233477662419,0
CUST00104,58.0,Two Year,Mailed Check,0,0,18.0,1055.020415372839,6,1,0,1,No,0,23.731971125715113,0
CUST00105,57.0,Month-to-Month,Bank Transfer,1,0,18.0,949.7329336131066,5,0,1,1,DSL,6,17.920034409951516,0
CUST00106,57.0,Month-to-Month,Mailed Check,1,0,18.53548810650686,1034.112664875432,5,1,1,0,Fiber Optic,9,0.9045357583738227,0
CUST00107,48.0,Month-to-Month,Electronic Check,1,0,32.04445397594814,1571.4909084394037,2,0,0,0,Fiber Optic,5,8.645833051045768,0
CUST00108,34.0,Month-to-Month,Mailed Check,1,0,23.975863377568423,823.6246633882621,2,0,1,1,Fiber Optic,8,6.312445708264634,0
CUST00109,51.0,Two Year,Credit Card,1,0,18.0,925.6476103650609,1,0,1,1,DSL,2,6.366760756533599,0
CUST00110,20.0,Month-to-Month,Electronic Check,1,0,18.0,316.7641614037752,5,0,0,1,DSL,1,16.707687223154444,0
CUST00111,57.0,One Year,Mailed Check,0,0,22.049056822924708,1309.239611399056,5,1,0,0,No,5,10.250558939496862,0
CUST00112,41.0,One Year,Credit Card,1,0,22.548538258447923,880.1823925695592,5,0,0,1,DSL,4,14.7700189075628,0
CUST00113,34.0,Two Year,Credit Card,1,0,20.413774751056298,729.3860719416541,3,0,0,0,Fiber Optic,5,13.400574190826596,0
CUST00114,37.0,Month-to-Month,Electronic Check,0,0,18.0,730.9429260560157,1,0,1,0,Fiber Optic,9,17.26963919255895,0
CUST00115,41.0,Two Year,Mailed Check,0,1,31.81471179214379,1227.8757451537817,6,0,0,0,No,3,13.559245904255834,1
CUST00116,3.0,One Year,Electronic Check,0,0,25.53470883522027,56.28008225953715,6,0,0,0,No,8,2.515498992462326,1
CUST00117,11.0,One Year,Credit Card,1,0,25.02366165694054,250.3395525932738,3,1,0,1,DSL,2,17.608331195902842,0
CUST00118,18.0,Month-to-Month,Mailed Check,0,0,30.555957768648394,563.6517991079367,5,1,1,1,DSL,1,38.615553483445794,0
CUST00119,9.0,Month-to-Month,Mailed Check,0,0,48.961220151654814,393.47928203950926,3,0,0,1,DSL,8,16.407622845607616,0
CUST00120,32.0,One Year,Electronic Check,0,0,18.0,517.7291856670179,6,1,1,1,Fiber Optic,2,19.734280778923605,0
CUST00121,49.0,Month-to-Month,Mailed Check,1,1,18.683943523939547,912.833613622828,4,0,1,1,Fiber Optic,3,30.421977934931043,0
CUST00122,48.0,Month-to-Month,Electronic Check,1,0,19.954859045318194,929.7770371798962,6,0,0,1,DSL,1,25.549732897391873,0
CUST00123,34.0,One Year,Credit Card,1,0,38.86498723571748,1314.111569433292,5,0,0,0,Fiber Optic,7,13.421922723439339,1
CUST00124,62.0,One Year,Mailed Check,1,0,18.0,1160.6348998958042,4,1,1,0,Fiber Optic,3,10.069453850644333,0
CUST00125,41.0,Month-to-Month,Mailed Check,0,0,18.0,657.1301479821628,1,0,0,1,DSL,6,6.2443019138831835,0
CUST00126,6.0,Month-to-Month,Credit Card,0,0,23.412868484534723,134.78859552180333,3,0,1,1,Fiber Optic,3,22.804506831981065,1
CUST00127,56.0,Month-to-Month,Electronic Check,1,0,26.568613616936997,1458.293759434141,4,1,0,1,DSL,0,30.86338688761566,0
CUST00128,42.0,Two Year,Electronic Check,1,0,37.94573645229789,1594.9040105399042,4,0,0,1,Fiber Optic,0,34.654138225403514,0
CUST00129,46.0,Two Year,Mailed Check,1,0,18.0,798.6495963689464,2,1,0,0,Fiber Optic,9,15.744560345564716,0
CUST00130,41.0,Month-to-Month,Bank Transfer,0,0,18.0,678.990865769071,4,0,0,1,Fiber Optic,9,13.886321469993948,1
CUST00131,40.0,Month-to-Month,Electronic Check,1,0,18.0,739.6528633999385,2,0,0,0,DSL,3,33.69810457271879,1
CUST00132,7.0,Month-to-Month,Credit Card,0,0,19.83572100841682,277.42183175672886,6,1,0,1,DSL,3,12.81649080553663,0
CUST00133,41.0,Month-to-Month,Mailed Check,1,0,63.45481948139581,2596.6183538116993,1,0,0,0,No,5,0.3511161240760958,0
CUST00134,58.0,Two Year,Mailed Check,1,0,25.73625524475423,1456.3960034288007,2,1,0,1,DSL,1,28.96013602324107,0
CUST00135,22.0,Month-to-Month,Mailed Check,1,0,33.97417214427854,710.97264396865,1,0,0,0,DSL,3,17.046712474824847,0
CUST00136,44.0,Month-to-Month,Electronic Check,1,0,24.995638841617104,1146.5437274230865,2,1,0,1,DSL,6,3.4010229633042646,0
CUST00137,3.0,Month-to-Month,Electronic Check,1,0,27.060748991027648,37.3342671366806,2,1,1,1,Fiber Optic,4,3.6690225817326865,1
CUST00138,26.0,Month-to-Month,Bank Transfer,1,1,36.79767180541679,1021.7209424065998,6,0,0,1,No,6,9.888916375048078,0
CUST00139,32.0,Two Year,Mailed Check,1,0,28.440181194558086,828.24571404441,4,1,1,1,No,7,7.832176254091,0
CUST00140,71.0,One Year,Mailed Check,0,0,25.237337637926096,1801.467329444722,1,0,1,1,Fiber Optic,5,10.86939814892068,0
CUST00141,16.0,One Year,Credit Card,0,0,20.241798417716932,357.0364381970485,3,1,1,1,Fiber Optic,8,5.692578679296624,0
CUST00142,20.0,Month-to-Month,Electronic Check,1,1,19.715405783642264,432.43058599055064,1,0,1,0,DSL,8,48.435900250045286,0
CUST00143,30.0,Two Year,Mailed Check,1,0,26.365113964776906,825.5671807084661,1,0,0,0,Fiber Optic,4,14.760487700399356,0
CUST00144,72.0,Month-to-Month,Mailed Check,1,0,26.253368741992716,1903.5438163615893,4,1,0,0,DSL,8,13.155459055816397,0
CUST00145,62.0,Two Year,Electronic Check,1,0,51.99148821903819,3281.1515921120113,3,1,1,1,DSL,8,13.608661774756008,0
CUST00146,3.0,Two Year,Credit Card,0,0,35.75892583163735,57.72833858885299,2,1,1,1,Fiber Optic,4,10.834526054442035,0
CUST00147,17.0,Month-to-Month,Credit Card,1,0,18.0,273.79324476831687,5,0,1,1,No,5,42.77560780082651,1
CUST00148,60.0,Two Year,Electronic Check,1,0,18.0,1059.8478600727424,6,0,0,1,Fiber Optic,6,25.443569501242152,0
CUST00149,5.0,Month-to-Month,Credit Card,0,0,19.026793487571446,169.30977773643008,6,1,1,0,DSL,5,34.74211702727352,0
CUST00150,62.0,One Year,Electronic Check,0,0,18.0,1139.3099215501986,6,1,0,1,Fiber Optic,2,11.519998705680738,0
CUST00151,21.0,Month-to-Month,Credit Card,0,0,18.125328772828688,414.72844622345485,4,1,0,0,No,3,26.461133539219613,0
CUST00152,67.0,Month-to-Month,Credit Card,1,1,,1197.0452473101418,2,1,1,0,DSL,2,15.546782201545316,0
CUST00153,22.0,Month-to-Month,Electronic Check,0,0,20.0945494747976,482.92046413351756,4,1,1,1,Fiber Optic,5,2.3845061521004958,1
CUST00154,32.0,Month-to-Month,Bank Transfer,1,0,20.27318652191232,571.141351773082,2,1,1,0,No,4,8.379765395831674,0
CUST00155,48.0,Month-to-Month,Credit Card,0,0,27.20758521186122,1285.5186723248119,3,0,0,1,DSL,8,14.095693497709323,1
CUST00156,10.0,Month-to-Month,Electronic Check,0,0,21.896838124568976,208.09916134209274,3,0,0,1,Fiber Optic,8,28.343691171919062,0
CUST00157,41.0,One Year,Mailed Check,0,0,18.0,714.2839196794013,3,1,0,1,DSL,0,5.539005052402765,0
CUST00158,37.0,Month-to-Month,Bank Transfer,0,0,43.22351026278687,1583.2064815390308,5,1,0,1,Fiber Optic,2,21.959187323508427,0
CUST00159,57.0,Month-to-Month,Electronic Check,1,1,31.044824510558975,1796.8978370763643,5,0,0,0,Fiber Optic,0,4.287458368632888,0
CUST00160,72.0,Two Year,Electronic Check,1,0,18.0,1307.9179984118246,5,1,0,0,Fiber Optic,4,2.261411121435792,0
CUST00161,48.0,Two Year,Electronic Check,1,1,18.0,923.683898904499,3,0,0,1,Fiber Optic,0,12.7245956357106,0
CUST00162,30.0,Month-to-Month,Bank Transfer,1,0,18.0,435.68605444509967,1,0,1,1,No,1,3.4482549375533433,0
CUST00163,30.0,Month-to-Month,Mailed Check,0,0,18.0,614.4124311966484,6,0,0,1,Fiber Optic,9,10.162063037347636,0
CUST00164,31.0,One Year,Mailed Check,1,0,35.711878473175176,1074.5822545974652,2,0,0,1,DSL,8,4.567430215603591,1
CUST00165,59.0,One Year,Electronic Check,1,0,34.11919230660929,2078.831218520677,4,0,0,1,DSL,2,3.498341716608705,0
CUST00166,24.0,Month-to-Month,Electronic Check,1,0,18.0,411.1229306172355,1,0,1,1,No,8,34.22800301770324,1
CUST00167,13.0,One Year,Bank Transfer,1,0,40.49270335917715,544.8812911410295,3,1,0,1,No,9,0.6356205929560752,1
CUST00168,25.0,Month-to-Month,Electronic Check,0,0,34.25146005982394,802.4458960238173,1,0,1,1,No,0,12.25392213125682,0
CUST00169,2.0,Month-to-Month,Bank Transfer,0,0,28.048802880646345,0.0,6,1,1,0,Fiber Optic,9,0.15637116350778527,1
CUST00170,8.0,One Year,Mailed Check,0,0,32.92909481188403,292.48925187551504,3,0,0,1,No,4,1.6643802634417872,0
CUST00171,7.0,One Year,Bank Transfer,1,0,29.276912944587274,71.73566374654482,6,0,1,1,Fiber Optic,8,46.83249091420371,1
CUST00172,56.0,Two Year,Mailed Check,1,1,22.30516152960849,1188.3303272935145,3,0,0,0,Fiber Optic,4,31.85128670406392,0
CUST00173,53.0,Month-to-Month,Credit Card,1,0,21.399354305418754,1172.5000302580008,3,1,1,1,No,4,3.1220504601022894,0
CUST00174,51.0,Month-to-Month,Electronic Check,0,0,23.39206971634057,1172.2768499490742,3,0,1,1,Fiber Optic,8,1.4211419376306509,0
CUST00175,34.0,Month-to-Month,Credit Card,1,0,18.0,567.8900151266713,5,1,0,0,Fiber Optic,6,1.8388482644706003,1
CUST00176,52.0,Month-to-Month,Electronic Check,1,0,18.0,1012.1398865872089,5,0,0,1,Fiber Optic,3,12.022126451329825,0
CUST00177,12.0,Month-to-Month,Electronic Check,0,0,52.00241808469022,717.747960957403,6,0,1,1,Fiber Optic,1,13.514701280497215,1
CUST00178,65.0,Month-to-Month,Mailed Check,0,0,18.0,1170.0208812722753,1,0,1,0,DSL,2,2.7820043265626113,0
CUST00179,37.0,Month-to-Month,Electronic Check,1,0,18.0,729.6868738087592,4,0,0,1,DSL,3,22.72029249117581,1
CUST00180,68.0,One Year,Mailed Check,1,0,33.55945265198858,2357.894604120367,2,0,0,0,DSL,0,1.4280670362937757,0
CUST00181,11.0,Month-to-Month,Credit Card,0,1,28.729212840196652,315.2055835152814,6,1,1,1,Fiber Optic,3,2.291842486769931,1
CUST00182,36.0,Month-to-Month,Credit Card,0,0,29.573088267551775,1039.0205029008034,2,0,1,0,Fiber Optic,2,0.9656012929287883,0
CUST00183,51.0,One Year,Bank Transfer,0,0,18.0,922.4359347515793,1,0,0,1,Fiber Optic,2,6.331498841629435,0
CUST00184,36.0,Month-to-Month,Credit Card,1,1,38.661421230591685,1319.0861158492644,3,0,1,1,Fiber Optic,8,0.40658785020454186,1
CUST00185,33.0,Two Year,Mailed Check,1,0,42.945122647179794,1445.586345640399,6,1,0,1,DSL,4,10.500918635029103,0
CUST00186,12.0,Month-to-Month,Electronic Check,0,0,18.0,199.52770693282963,4,1,1,0,Fiber Optic,6,26.02836816095118,1
CUST00187,28.0,Month-to-Month,Credit Card,1,0,34.49322518211041,968.6344556638078,5,0,1,1,Fiber Optic,4,24.843341143424706,1
CUST00188,18.0,Two Year,Electronic Check,1,0,36.77744497276858,664.0944489781889,4,0,0,0,Fiber Optic,2,5.207744617018333,0
CUST00189,22.0,One Year,Electronic Check,0,0,18.0,353.62385232549093,1,1,0,0,Fiber Optic,7,20.02060104780538,1
CUST00190,50.0,One Year,Electronic Check,0,0,42.643670172938954,2130.3925278449483,6,1,1,1,Fiber Optic,5,0.491814958935202,0
CUST00191,46.0,One Year,Electronic Check,0,0,36.72750811628295,1621.4956739089794,1,1,0,1,No,9,1.8103009533735037,0
CUST00192,44.0,Month-to-Month,Electronic Check,0,0,18.0,767.8819055311162,2,1,0,0,No,0,20.42969717372061,0
CUST00193,27.0,One Year,Electronic Check,1,0,43.92466859546502,1130.3000393999237,5,1,1,0,No,5,9.92428188874338,0
CUST00194,70.0,Two Year,Bank Transfer,1,0,18.0,1216.1681165805815,6,0,1,0,DSL,1,2.443792536073576,0
CUST00195,7.0,Two Year,Bank Transfer,1,1,18.0,13.12069477648538,2,0,0,0,DSL,1,0.999272365605639,0
CUST00196,25.0,Month-to-Month,Credit Card,0,0,35.25496003988643,859.9112689424719,6,1,1,1,Fiber Optic,5,7.8112079841086315,0
CUST00197,9.0,Month-to-Month,Electronic Check,1,0,,389.8741345142316,1,0,0,1,Fiber Optic,1,17.6597367714528,1
CUST00198,25.0,One Year,Electronic Check,0,1,21.48017420785046,545.8940502422985,4,1,0,0,DSL,3,4.705340971436098,0
CUST00199,70.0,Month-to-Month,Bank Transfer,0,0,18.0,1314.1951201888542,2,1,1,0,DSL,8,23.96604791607222,1
CUST00200,27.0,Month-to-Month,Electronic Check,0,0,21.09830377443256,522.0190718174248,6,1,1,0,DSL,5,38.020657665122606,0
CUST00201,66.0,Month-to-Month,Mailed Check,1,0,19.322735921956248,1251.3657978623296,1,1,0,0,Fiber Optic,0,0.7832459207565088,0
CUST00202,36.0,Month-to-Month,Bank Transfer,1,1,37.618325121066036,1400.1167552603108,4,1,0,0,Fiber Optic,7,6.6096119335267725,0
